wallet_address,total_transactions,total_amount_usd,avg_amount_usd,std_amount_usd,wallet_age_days,first_txn,last_txn,asset_diversity,txn_per_day,weighted_score,score_band
0x359b6c27782302e770f8bec40fba9954f476b080,2,131.10859996361623,65.55429998180811,77.22731952430445,1,2019-08-09 08:46:44,2019-08-09 13:06:54,1,2.0,27.558222805161442,Low
0x35a34f9bcff10edc4b514836a285ae586a133024,1,10.12740983533326,10.12740983533326,0.0,1,2019-07-26 09:14:45,2019-07-26 09:14:45,1,1.0,27.52148347048116,Low
0x35b6148b640b40f60c55ee3996be795245adc8b2,10,12651.938665926,1265.1938665926,1454.7243880882747,19,2019-07-09 03:20:22,2019-07-28 00:01:43,2,0.5263157894736842,35.1986608788685,Low
0x35b832893fe83ca84f8e9677c8cca966cc33cd0d,1,198.38589165021693,198.38589165021693,0.0,1,2019-08-01 08:34:07,2019-08-01 08:34:07,1,1.0,27.521582877912863,Low
0x35b90b47c52278b95e81b3cd4222aaf401334cb4,1,1.0072543891960917,1.0072543891960917,0.0,1,2019-08-07 14:03:05,2019-08-07 14:03:05,1,1.0,27.521478654702236,Low
0x35b9ed702123a900dfef45a30b4db3308e6b191a,2,333.61816336276263,166.80908168138131,221.89793681427022,1,2019-08-12 06:29:11,2019-08-12 10:28:23,1,2.0,27.554543035245622,Low
0x35c969e8b416f6888d5d03e721dcd154446dde0a,1,28.155081319225193,28.155081319225193,0.0,1,2019-08-01 20:28:00,2019-08-01 20:28:00,1,1.0,27.521492989757558,Low
0x35cfa6a34a7fe2cbea39385b93cadd79d2135756,1,216.7722126244568,216.7722126244568,0.0,1,2019-05-31 20:18:35,2019-05-31 20:18:35,1,1.0,27.521592586569433,Low
0x35d25d77665620cc77972e1b248f8e932b818512,2,25.017972925016846,12.508986462508423,17.60471384053586,1,2019-08-08 02:09:18,2019-08-08 02:40:59,2,2.0,32.21624833939289,Low
0x35d3da57064d2f5ec5f0824caaa839a43026bd41,6,598077.6126592006,99679.60210986676,63662.70707423218,12,2019-07-07 12:51:52,2019-07-19 01:26:10,2,0.5,32.673255350908605,Low
0x35d976e1352e8d3ffd6747e27418ba3993ce7b98,1,89.44190218908612,89.44190218908612,0.0,1,2019-08-09 14:02:13,2019-08-09 14:02:13,1,1.0,27.521525351462593,Low
0x35dd13e9aa8c8754dfce40feef7477c8b197ae2f,1,5.0,5.0,0.0,1,2019-06-20 23:14:22,2019-06-20 23:14:22,1,1.0,27.52148076301939,Low
0x35e283f461a9ca2e3a5765e72815c8d1dcb66ad6,5,315.2413388641149,63.048267772822975,53.00257811177407,19,2019-05-24 00:00:51,2019-06-11 20:34:01,1,0.2631578947368421,30.378831018184478,Low
0x35e7f2f4c622568ae82d03df14793371dca1ace5,1,0.3403617689085213,0.3403617689085213,0.0,1,2019-06-18 20:41:57,2019-06-18 20:41:57,1,1.0,27.5214783025583,Low
0x35e86d472d1a2e37b9dbaab9677230605c6624b0,1,21.27048949016646,21.27048949016646,0.0,1,2019-07-01 19:56:33,2019-07-01 19:56:33,1,1.0,27.52148935443879,Low
0x35f69ef80ee1ea945335b4de1abc3b7f35da3aee,2,691.0912499116166,345.5456249558083,72.78142903443275,1,2019-07-05 13:55:53,2019-07-05 13:58:27,1,2.0,27.558634866300952,Low
0x35fcb4250353ab27193a94ac025d73981df0c2b4,1,21.49628212683099,21.49628212683099,0.0,1,2019-08-09 17:00:55,2019-08-09 17:00:55,1,1.0,27.52148947366564,Low
0x3605780992537dcaae52a8da39238d6d883b7009,1,10.008549648041615,10.008549648041615,0.0,1,2019-06-10 22:07:23,2019-06-10 22:07:23,1,1.0,27.521483407718595,Low
0x360b121a6f4de986bbcb0139775f6a25105130a9,1,8231.913403090557,8231.913403090557,0.0,1,2019-05-25 21:31:18,2019-05-25 21:31:18,1,1.0,27.525824877156367,Low
0x360efd9408c74203054505018ed2fc31fb77094e,1,0.003013352563516869,0.003013352563516869,0.0,1,2019-06-21 05:07:21,2019-06-21 05:07:21,1,1.0,27.521478124425876,Low
0x361622264aed52ff036ff8314adff6657c4153e8,11,57844.09466314367,5258.554060285788,2835.3318935691377,53,2019-05-23 09:20:16,2019-07-15 03:27:57,2,0.20754716981132076,40.33223595461257,Good
0x363116a1d6696fdc3d277775ee74297f4a79be20,1,205.2782083727575,205.2782083727575,0.0,1,2019-07-04 07:50:23,2019-07-04 07:50:23,1,1.0,27.521586517310663,Low
0x3643cab7a25b3f8d3e97c7a3fa050cf13d06b362,3,4733.5598447021275,1577.853281567376,1185.7425464679386,3,2019-08-02 11:19:40,2019-08-04 15:39:55,1,1.0,27.870755630529093,Low
0x364dd034d0cbd922289ebe2558b113b04e77f502,2,356.3938796411263,178.19693982056316,219.28327402128997,1,2019-05-27 22:46:06,2019-05-28 00:10:47,2,2.0,32.211144452842824,Low
0x365595ab460cb664c77d4e038c9051f09d781065,3,7504.1336058894085,2501.377868629803,502.0209155984035,7,2019-06-20 21:16:03,2019-06-27 18:00:47,2,0.42857142857142855,33.14747713527099,Low
0x3657c5f86847d4a5219e089206c913e4cb00b618,1,58.080580048648415,58.080580048648415,0.0,1,2019-06-28 06:02:07,2019-06-28 06:02:07,1,1.0,27.521508791526177,Low
0x3660581fd4bce34ae6d9d29f619e9561564f20ea,3,1158.046102758321,386.015367586107,123.83301646827096,11,2019-05-24 16:37:43,2019-06-04 01:40:56,2,0.2727272727272727,33.75486651504318,Low
0x366ac1df169b71fd76476d488716b9bc758e9109,3,1081.178208,360.392736,336.38661511164867,13,2019-06-28 04:07:54,2019-07-10 07:01:47,1,0.23076923076923078,29.39316216375093,Low
0x367c05bfe8b231ee2725305cdcf25d0c0656c2e3,1,270.19799507207335,270.19799507207335,0.0,1,2019-06-17 17:50:16,2019-06-17 17:50:16,1,1.0,27.521620797355844,Low
0x367efececb3086a1523c7f22b4344062bad8094a,1,1.0970025478771628,1.0970025478771628,0.0,1,2019-08-11 16:22:26,2019-08-11 16:22:26,1,1.0,27.521478702092573,Low
0x367f640ac2818c7af1cf917d6806316db3f14480,3,2139.584215504138,713.1947385013792,1107.8861256137122,1,2019-08-05 15:24:36,2019-08-05 16:33:45,3,3.0,36.88404497991429,Low
0x367fcd431b46c7aa477316bc18a512bcbc87bc85,1,101.18445756300443,101.18445756300443,0.0,1,2019-07-20 00:21:09,2019-07-20 00:21:09,1,1.0,27.521531551965545,Low
0x3685726d63eb2ff4b6706716478167e772363664,2,28.790499687601944,14.395249843800972,0.7120955242278266,1,2019-07-30 21:10:52,2019-07-31 13:09:34,1,2.0,27.560171536459855,Low
0x368c98027725a1dda451811d611d9cd5476b3524,2,1575.842381142312,787.921190571156,319.51660386787495,9,2019-07-17 21:30:53,2019-07-26 12:54:17,2,0.2222222222222222,33.410847621250056,Low
0x368f6fad75eec78b3c6a5583c0b26a755c058108,3,524.9699514446077,174.98998381486922,285.87944693407303,54,2019-06-11 01:39:43,2019-08-04 01:36:16,1,0.05555555555555555,35.55281495920596,Low
0x369260edb15f4374a4985f4e5e750c34165143a0,4,2319.5291999359692,579.8822999839923,417.0782938686354,6,2019-07-23 05:59:35,2019-07-29 04:14:08,1,0.6666666666666666,28.378928359248114,Low
0x369986eeef2767f4e797935d4a77ee123e32c5c6,2,16.1652554266831,8.08262771334155,2.933381225127296,1,2019-06-11 22:24:27,2019-06-11 22:24:53,2,2.0,32.21662768179407,Low
0x36a0ee60109ad3047da3bf7c1f7016d2438ae1ea,5,1994.1506435864605,398.8301287172921,412.4168263686208,1,2019-07-20 10:07:34,2019-07-21 04:09:34,2,5.0,32.32304459628861,Low
0x36ac379ed71149c508ae143f164b4510a2dee414,1,0.18936162127474865,0.18936162127474865,0.0,1,2019-07-13 03:38:36,2019-07-13 03:38:36,1,1.0,27.521478222824648,Low
0x36b33087a3698448b85250b5314aa8fed7f41799,1,0.4785729148865956,0.4785729148865956,0.0,1,2019-07-29 11:23:34,2019-07-29 11:23:34,1,1.0,27.521478375538887,Low
0x36b632bcebdf8d84fe573573830d83c27173e057,3,1.2283872497636659,0.4094624165878886,0.17048538720936968,4,2019-08-08 21:52:35,2019-08-11 21:54:07,1,0.75,28.04949906912525,Low
0x36b9f21b9435abc30e7b09bbc19e597304568b2c,1,16.40373031980837,16.40373031980837,0.0,1,2019-07-19 05:51:38,2019-07-19 05:51:38,1,1.0,27.52148678461019,Low
0x36bbe2bbab6bd4144f79f2943047b8e8b8d745f7,1,19.99845366110769,19.99845366110769,0.0,1,2019-08-07 03:21:35,2019-08-07 03:21:35,1,1.0,27.52148868275689,Low
0x36c5348c1cbee76c5e06181c3e7c7c675376eda5,1,114.77909105769083,114.77909105769083,0.0,1,2019-05-29 18:07:48,2019-05-29 18:07:48,1,1.0,27.52153873043414,Low
0x36c912fe5bd55047731d92fe6a0b3b3c4dc3827e,1,4988.870996424132,4988.870996424132,0.0,1,2019-07-21 03:13:21,2019-07-21 03:13:21,1,1.0,27.524112430984225,Low
0x36ccbbb58ab69484713a6159420bd89df47d0d71,2,55.18147068431236,27.59073534215618,30.54912752723027,1,2019-08-05 08:36:46,2019-08-05 22:47:51,1,2.0,27.559404498065188,Low
0x36d9d626d54f81bd821a040a3663bf7788aab76b,1,382.1671053937625,382.1671053937625,0.0,1,2019-06-02 21:17:01,2019-06-02 21:17:01,1,1.0,27.521679921181665,Low
0x36de20da374f74a45f09c5c8994903f369aa457c,2,4912.521580406724,2456.260790203362,142.45132508894378,14,2019-07-18 22:19:46,2019-07-31 22:28:32,1,0.14285714285714285,29.511774945766113,Low
0x36e24418720c47b0b48d3694ef12d0f4fd36ccd0,1,9.900732282749777,9.900732282749777,0.0,1,2019-05-28 23:31:31,2019-05-28 23:31:31,1,1.0,27.521483350787037,Low
0x36e6037f4b9ff316c9fd8b72310aa5881623d0ec,4,9069.29919079836,2267.32479769959,2431.4957628275115,5,2019-07-25 16:36:25,2019-07-30 09:09:06,1,0.8,28.179555466134676,Low
0x36ebc470b2233128c020db61d5d97bc6c37eafef,2,35.74238961476526,17.87119480738263,5.772141877064539,1,2019-08-06 11:28:34,2019-08-07 09:09:50,1,2.0,27.56004276238369,Low
0x36edfa7fb08a2a67106826ffd99ec25c83b323a2,2,186.1670440998861,93.08352204994306,123.05332041367468,1,2019-07-14 03:50:19,2019-07-14 03:52:13,2,2.0,32.21357335192344,Low
0x36f29a73597f9b1be79592a8684b6eda79f12cdd,1,0.613732557367182,0.613732557367182,0.0,1,2019-07-30 13:13:43,2019-07-30 13:13:43,1,1.0,27.52147844690817,Low
0x36f322fc85b24ab13263cfe9217b28f8e2b38381,3,252.03126290493861,84.01042096831287,90.53750489583925,3,2019-08-07 16:07:49,2019-08-10 11:44:43,1,1.0,27.897055824072332,Low
0x36f380f17059d905aba57240751568919f030818,1,31.237776527240243,31.237776527240243,0.0,1,2019-06-26 04:49:32,2019-06-26 04:49:32,1,1.0,27.52149461753448,Low
0x36faa1e49ff125ac72ceae0d5a2e35bc9add6591,1,953.722184920254,953.722184920254,0.0,1,2019-05-23 20:09:24,2019-05-23 20:09:24,1,1.0,27.52198172337398,Low
0x370c73eb6708a1cf22d719c5ebec61834666ccb6,1,17.20888223576444,17.20888223576444,0.0,1,2019-06-07 19:49:53,2019-06-07 19:49:53,1,1.0,27.52148720976014,Low
0x370e08eac037531243f805c51d39c937cda456b2,1,593.1036603178767,593.1036603178767,0.0,1,2019-07-11 04:49:24,2019-07-11 04:49:24,1,1.0,27.521791303473574,Low
0x371ee509100af3eb863ed61b07825a50b60ab5c3,11,52270.27016631446,4751.842742392224,3194.932979568732,15,2019-07-28 15:32:55,2019-08-11 18:24:42,1,0.7333333333333333,29.955365957732642,Low
0x372beb702bec5ba1da817f6d2b011d765239ecb0,2,24.500679942587304,12.250339971293652,17.23963198187831,1,2019-08-06 10:12:37,2019-08-06 10:19:17,1,2.0,27.559736668831896,Low
0x372cc010c6677434739398463c6bc11e995ebf26,5,19965.770293747104,3993.154058749421,4378.291176497377,5,2019-07-04 22:28:30,2019-07-09 12:19:50,3,1.0,37.48609127780276,Low
0x375775f1e5c7e3b9f02ae7e4afcc86cf479fa1bc,1,8.964411390869431,8.964411390869431,0.0,1,2019-08-03 23:37:21,2019-08-03 23:37:21,1,1.0,27.52148285637503,Low
0x376003be0b6ef71ded57da9e3be4a8119503fd8e,1,50.05284551566177,50.05284551566177,0.0,1,2019-07-20 09:53:23,2019-07-20 09:53:23,1,1.0,27.521504552585846,Low
0x37666842cba15e7658380b37181b67989a596cf0,1,28.860682396313507,28.860682396313507,0.0,1,2019-08-04 17:20:57,2019-08-04 17:20:57,1,1.0,27.521493362340983,Low
0x376ba2d76eb358c0e9a00fa9414c206c6c8c2d97,1,13.956375687468032,13.956375687468032,0.0,1,2019-08-06 23:53:51,2019-08-06 23:53:51,1,1.0,27.521485492316554,Low
0x376bb9decc627f1e1c041cd297e5589818785081,1,5.665898018782187,5.665898018782187,0.0,1,2019-08-06 15:59:50,2019-08-06 15:59:50,1,1.0,27.521481114638135,Low
0x3771eef3e76329ac4c17962a158a895545795c0d,5,39482.55899077892,7896.511798155783,6904.361908671578,51,2019-05-27 22:41:20,2019-07-17 17:19:57,1,0.09803921568627451,35.02691219820424,Low
0x377bad017d7280cdbd788ac8544909ef112af82c,1,1.514029953045182,1.514029953045182,0.0,1,2019-08-02 00:45:27,2019-08-02 00:45:27,1,1.0,27.521478922298453,Low
0x3783f95b6cc030b1ccb735bdbabe38b4dcf1cf9a,2,11521.155512404288,5760.577756202144,1087.3643192635466,28,2019-05-25 13:24:38,2019-06-21 19:02:43,1,0.07142857142857142,31.59347673046171,Low
0x3793c91f2f00f4659271859c1ef898f2bd131a5a,6,7861.233778862662,1310.2056298104437,1498.4421201442544,9,2019-07-24 17:14:18,2019-08-02 17:13:22,2,0.6666666666666666,33.53809598007533,Low
0x37946d664ad7e0ff2d82cc24dd5f246bc8f03336,1,6.0218024319051935,6.0218024319051935,0.0,1,2019-08-05 20:32:35,2019-08-05 20:32:35,1,1.0,27.521481302568812,Low
0x37963907072ca1db9fa5b207f323a69f0f454fa7,2,37.85212527591412,18.92606263795706,3.6134900737889804,1,2019-07-15 00:34:30,2019-07-15 01:21:05,1,2.0,27.560100378352576,Low
0x3799db0cd28bcabe2282eb7b848606a3ff1e2026,1,0.05983650261148161,0.05983650261148161,0.0,1,2019-08-11 13:20:39,2019-08-11 13:20:39,1,1.0,27.5214781544306,Low
0x37a225e48dbea7c7ce801fbc12c84fefc2327e96,1,4.969332,4.969332,0.0,1,2019-07-02 23:26:37,2019-07-02 23:26:37,1,1.0,27.52148074682555,Low
0x37a96f525e1f70b64062143e356f291ff60f46d6,1,1.241137844522433,1.241137844522433,0.0,1,2019-07-15 19:27:20,2019-07-15 19:27:20,1,1.0,27.52147877820133,Low
0x37acfef331e6063c8507c2a69c97b4f78c770a5a,1084,39683482.16810073,36608.37838385676,63049.08127534833,45,2019-06-29 21:38:52,2019-08-13 07:50:43,2,24.08888888888889,100.0,Excellent
0x37b3e4205435c4822e5ed2060cc8e40e8e8e363c,4,165.84903037471304,41.46225759367826,41.629454414349865,1,2019-08-05 04:38:18,2019-08-05 09:42:19,2,4.0,32.29308756432625,Low
0x37b66412d03b71642b680dd60c901eb8cd887e42,1,96.15108644575847,96.15108644575847,0.0,1,2019-08-11 22:11:40,2019-08-11 22:11:40,1,1.0,27.521528894159687,Low
0x37ce5ad5f380735f747c28e57282912ea059555f,1,194.99631137080385,194.99631137080385,0.0,1,2019-06-22 06:10:26,2019-06-22 06:10:26,1,1.0,27.521581088089285,Low
0x37dccf93c0f083bc1a43b64fb16f4c2da3ffa662,1,1.4954234716661823,1.4954234716661823,0.0,1,2019-08-11 20:40:18,2019-08-11 20:40:18,1,1.0,27.52147891247354,Low
0x37de9d293350dc3fe3cb7a9339a94ba2b00a3668,19,73626.44426998291,3875.076014209627,2838.863245734488,17,2019-07-19 16:12:36,2019-08-05 14:09:03,1,1.1176470588235294,30.585958313182992,Low
0x3802746539177b3e0dbae6b105ee18ddb11298a3,2,285.4004718650237,142.70023593251184,98.2437465315709,23,2019-07-15 01:01:15,2019-08-06 22:43:01,1,0.08695652173913043,30.862381952704876,Low
0x3805d4cc129b7e6c35ef46888293abfc457dde50,1,13.297764801509798,13.297764801509798,0.0,1,2019-08-12 12:00:23,2019-08-12 12:00:23,1,1.0,27.521485144545675,Low
0x380e1eebcad7f1ecba500f3bde702af2701f8a78,5,1087.1036235346555,217.4207247069311,274.24996608486174,2,2019-08-10 22:24:30,2019-08-12 18:06:36,2,2.5,32.47639246418898,Low
0x380e73c229a204c8708a9e95c6b500b59d701917,1,39352.42227746507,39352.42227746507,0.0,1,2019-05-25 20:34:54,2019-05-25 20:34:54,1,1.0,27.54225765527465,Low
0x380e92c897b0856cc4ffdd0accc21ba01c9327e9,2,41904.56981560006,20952.28490780003,29457.331760220295,1,2019-07-27 10:12:09,2019-07-27 10:22:37,2,2.0,31.467787804770847,Low
0x381758cbe8e8dc8376f0027a28e6e447208b4450,2,2500.3330258696537,1250.1665129348269,1061.73143313213,5,2019-05-26 00:26:48,2019-05-30 03:01:41,1,0.4,28.134546208128487,Low
0x381a17eb78501498fa183c81648b4165826e1af7,9,448.79147353423537,49.865719281581704,45.74815561325167,63,2019-05-31 06:08:46,2019-08-01 15:56:20,5,0.14285714285714285,55.769218179472034,Good
0x38227d153f7520e78ae9c9119974be6eececaa05,2,906.8093713726078,453.4046856863039,65.82985986301225,3,2019-08-05 16:19:39,2019-08-08 16:11:30,2,0.6666666666666666,32.51587238827564,Low
0x382a9d61d11a0f8621ce2caac65a8b008048c6a9,1,18.61771247415291,18.61771247415291,0.0,1,2019-07-27 16:31:16,2019-07-27 16:31:16,1,1.0,27.521487953674544,Low
0x38343fe4c5c9086d831f258ef1fac1a21394b4cc,1,642.577846859046,642.577846859046,0.0,1,2019-08-06 00:41:44,2019-08-06 00:41:44,1,1.0,27.521817427671397,Low
0x3837799904332cf5c0bae1c26761f9dd21fa45a1,1,7.137932648201925,7.137932648201925,0.0,1,2019-07-30 12:07:22,2019-07-30 12:07:22,1,1.0,27.521481891926786,Low
0x383f42b5de515c564641f65f5da3bd8b4a35b4b4,4,12466.048366,3116.5120915,2631.8330247620092,36,2019-06-26 11:39:07,2019-08-01 10:41:37,1,0.1111111111111111,32.83262627119895,Low
0x3848ce8d9c1287fd0419334e5f98c0514fcc7221,10,1123.5327667806919,112.3532766780692,155.64801205260662,19,2019-05-29 04:16:12,2019-06-16 23:40:06,3,0.5263157894736842,39.88309727457534,Low
0x385c3c52a3f5475d49accc98264e8005e67cd5d8,3,100.98277339979433,33.66092446659811,49.905232417894744,2,2019-08-10 04:32:06,2019-08-12 03:56:55,1,1.5,27.747829246977368,Low
0x385d84a0e3d88e91e8e1a3a5aadcd759670c468a,2,1780.4100108369475,890.2050054184738,858.942908064806,1,2019-06-26 04:56:34,2019-06-26 06:39:23,1,2.0,27.538632567065257,Low
0x3861a3c9c3362a5276ea59be4707ce5700b9c304,20,3118.2118574227998,155.91059287113998,212.06088132221132,6,2019-06-22 19:50:18,2019-06-28 00:05:37,2,3.3333333333333335,33.660386905482234,Low
0x38885d2397cae1083c52da70e91dfbf9d1963ca3,3,8173.882966447967,2724.627655482656,3451.6027276590535,1,2019-06-04 16:17:42,2019-06-04 17:52:54,2,3.0,32.169364402784836,Low
0x389135c984febdbb310adaf23a690dc28c8fa62b,4,1224163.6641618987,306040.91604047467,285383.28520483646,50,2019-05-28 00:19:19,2019-07-16 18:49:52,1,0.08,28.174472655939393,Low
0x38a027fd0e65d05dc5a2d8734ea976e369ae4bcf,1,120.918985466342,120.918985466342,0.0,1,2019-06-11 16:58:53,2019-06-11 16:58:53,1,1.0,27.521541972525164,Low
0x38b3ad7b8b162e1b2b21d6ce7c76b11a969171f5,6,5469.76192356966,911.62698726161,541.3303690904071,32,2019-07-12 15:21:20,2019-08-13 01:38:11,2,0.1875,37.016723384174604,Low
0x38b7334d117b971dd45b417b847f8434f05f3014,1,0.024563790990843343,0.024563790990843343,0.0,1,2019-05-22 23:25:54,2019-05-22 23:25:54,1,1.0,27.521478135805307,Low
0x38ca34baf41d6a217d0893ef1fa7b02760bf8b6b,1,129.96017,129.96017,0.0,1,2019-08-11 03:16:27,2019-08-11 03:16:27,1,1.0,27.521546746604542,Low
0x38caf77dfe8e588ec4179b8c395644312fc85c49,3,10.991567745617477,3.6638559152058257,2.3083847378615223,43,2019-06-06 09:29:40,2019-07-18 10:14:07,1,0.06976744186046512,33.90765204564112,Low
0x38d88e9366bf9b1c79162803f081a993a7ff3dbb,6,67651.49184373669,11275.248640622782,5048.518509150488,27,2019-05-26 12:25:09,2019-06-22 01:41:34,1,0.2222222222222222,31.52401085245127,Low
0x38d8c4703bc5bf24d493fcdc4e52b12ec71b655f,3,1635.4272064907325,545.1424021635775,496.95438751441964,1,2019-08-09 18:59:40,2019-08-09 20:39:42,1,3.0,27.586727782826063,Low
0x38e23ed81ef2fd2860a69527deb4431714363b87,1,281.95445709801953,281.95445709801953,0.0,1,2019-06-26 06:47:55,2019-06-26 06:47:55,1,1.0,27.521627005202014,Low
0x38e388eceb89ee816cc8d2f3afc266209ec4be86,1,145.70768364770544,145.70768364770544,0.0,1,2019-07-15 12:07:01,2019-07-15 12:07:01,1,1.0,27.521555061873375,Low
0x38e9df5cbda1dfed6f3e5be6596fd287630f4967,2,79.768476730136,39.884238365068,7.1445584641945645,4,2019-08-05 22:13:20,2019-08-08 23:14:11,2,0.5,32.667182100560126,Low
0x38ea98eba51f46982113a1478b3c4af3c7eb38b0,2,298.7701566032006,149.3850783016003,70.734139387906,9,2019-07-10 15:58:09,2019-07-19 00:44:37,1,0.2222222222222222,28.76016412001678,Low
0x38f3436207648f0b2b998bbc9d6dd203ef9b78a3,5,184.3122028920623,36.86244057841246,36.448860419692565,17,2019-06-01 23:53:45,2019-06-18 13:41:16,2,0.29411764705882354,34.73529541712982,Low
0x38fb71db5975ae9adc1842bdc032a7b1ed10fc75,2,5.142865500519926,2.571432750259963,3.4968320608139387,45,2019-06-19 08:14:13,2019-08-02 11:34:17,1,0.044444444444444446,34.1693417067574,Low
0x38fbaa7ef14a154397e1c1b1822733512aa58263,1,0.9982676354446753,0.9982676354446753,0.0,1,2019-08-03 06:40:08,2019-08-03 06:40:08,1,1.0,27.521478649956897,Low
0x390612af12bc1a294bee78b30187ed040996d9d2,2,713.7858393546642,356.8929196773321,224.9910535582328,1,2019-06-13 07:58:45,2019-06-13 18:55:32,2,2.0,32.21118376987907,Low
0x390c78499427e24d7cfdebf3c95995ffc95482ec,1,99.77025461399751,99.77025461399751,0.0,1,2019-06-10 02:30:08,2019-06-10 02:30:08,1,1.0,27.52153080521415,Low
0x3910a331fb51152aebb9a615ebcbe9f8ef41e9d0,1,0.762816119832322,0.762816119832322,0.0,1,2019-08-09 22:29:44,2019-08-09 22:29:44,1,1.0,27.521478525629796,Low
0x39170b2e81923d226334e446ad1ce80341f94a5b,1,14005.341300881424,14005.341300881424,0.0,1,2019-05-24 16:36:22,2019-05-24 16:36:22,1,1.0,27.528873460327336,Low
0x3921452ee82a4b775cdb486d7567e365fbfb7134,3,10383.311484741063,3461.1038282470213,2956.9245594958097,56,2019-05-24 17:32:32,2019-07-19 16:02:41,1,0.05357142857142857,35.78852756941504,Low
0x3924887060f83c417fa7d862105a9fa8033cd284,1,16.463062360483185,16.463062360483185,0.0,1,2019-08-07 16:59:23,2019-08-07 16:59:23,1,1.0,27.5214868159397,Low
0x3924b75a2050159271e10c54b865204792140789,1,1.9838986386592883,1.9838986386592883,0.0,1,2019-07-30 04:14:05,2019-07-30 04:14:05,1,1.0,27.521479170406465,Low
0x39322594967022503ed1b161c7dbad3350767962,2,0.6816157788441279,0.34080788942206397,0.34124425308904843,1,2019-07-03 19:45:08,2019-07-03 20:04:54,2,2.0,32.216687354132574,Low
0x395c1152b2d588ff7091f05381be7da45236f33e,4,1116.5846399895406,279.14615999738515,534.30456107946,1,2019-07-25 01:33:06,2019-07-25 11:28:23,1,4.0,27.624173037179133,Low
0x395ca01dab5c40029632c7a5c27235304013374d,1,217.33111782263558,217.33111782263558,0.0,1,2019-07-26 18:00:47,2019-07-26 18:00:47,1,1.0,27.52159288169202,Low
0x39684cf3e0770befe6881ec9b35fe78b937a2db8,2,49.984280957858815,24.992140478929407,20.95909216613291,1,2019-07-28 05:03:44,2019-07-28 09:43:36,1,2.0,27.559652769554383,Low
0x3968df55781bdaf862ad64b9eac9eac353800c87,3,1447.477275634115,482.49242521137165,263.7952646686783,4,2019-08-06 04:07:12,2019-08-09 04:12:59,1,0.75,28.043362456223825,Low
0x396b638da4246a69df635e2d409233200c326d7d,10,4.755155927999688,0.4755155927999688,0.7032863508330646,2,2019-06-11 04:55:09,2019-06-12 19:58:25,1,5.0,28.019944229039282,Low
0x396cf81b372c2cdb3f5706f2d329c1a84419e09a,1,45.56257670606637,45.56257670606637,0.0,1,2019-08-06 12:16:32,2019-08-06 12:16:32,1,1.0,27.521502181558066,Low
0x396e310ed7f1ca78a0dbf08cc27ce1ef4088f714,2,54963.980652359955,27481.990326179977,31780.76110528234,18,2019-07-08 06:20:41,2019-07-25 09:22:04,1,0.1111111111111111,29.310923764747994,Low
0x3977504a7240f400d608f5b1c7f7299556b284c9,5,231.5510646241393,46.31021292482786,43.6583746136558,12,2019-07-11 20:17:30,2019-07-22 20:59:18,2,0.4166666666666667,33.984079887837886,Low
0x3979f8fd1176e266c0b8497ec74cbeab82949a7d,15,2499.1945434955605,166.6129695663707,129.62856602573208,4,2019-05-30 06:01:27,2019-06-02 09:19:23,4,3.75,42.48135462809071,Good
0x397cec2a1b28075081f944d1265e6274853f68f0,2,1000.0,500.0,678.8225099390856,1,2019-07-06 05:31:52,2019-07-07 01:15:26,1,2.0,27.542935069725743,Low
0x398018f5539f281ab3adea3a46862b047dbed1b6,1,35.88245465471746,35.88245465471746,0.0,1,2019-08-09 21:41:53,2019-08-09 21:41:53,1,1.0,27.52149707009609,Low
0x398869654b81c66bad17066db120b19f20fa2668,1,19.86923689384412,19.86923689384412,0.0,1,2019-08-03 10:51:52,2019-08-03 10:51:52,1,1.0,27.52148861452566,Low
0x399206e8b9220a48f14642dc069bbbff90b82743,1,1.8690354381059244,1.8690354381059244,0.0,1,2019-07-20 20:26:43,2019-07-20 20:26:43,1,1.0,27.521479109754456,Low
0x39925073aa0d61e017ad1c6ebdaa9af703ccc266,4,7.0355509080873695,1.7588877270218424,0.5047374358955357,3,2019-07-20 03:04:25,2019-07-22 06:56:33,1,1.3333333333333333,27.937979883287678,Low
0x3996769bd6bf1f7380895bc969302804b3d3125b,11,2395.827334918807,217.80248499261882,205.21740420418837,63,2019-06-06 21:50:23,2019-08-08 15:59:27,2,0.1746031746031746,41.87390307506831,Good
0x39a54f1b4f66fe2569fe41e3d136b9a4a43bc21b,2,188.54353338378093,94.27176669189046,26.090727328414783,1,2019-06-06 17:36:47,2019-06-07 15:42:45,1,2.0,27.559591615214668,Low
0x39add6b1d8b3e726641a18277adbad87d81f6acf,2,952.1349157736365,476.06745788681826,637.6898835346802,1,2019-05-25 03:53:30,2019-05-25 04:05:30,1,2.0,27.54398642719988,Low
0x39b4c78fcad0dc158be86ee0f9f1b867fa6604f7,3,5819.76297204375,1939.92099068125,2023.6418233336299,1,2019-08-06 09:38:29,2019-08-06 09:50:01,2,3.0,32.205497714126665,Low
0x39bde2f9254cfef7d0487a27e107ef6c1685e44c,47,1402100.0042589298,29831.91498423255,21843.89363348525,46,2019-06-08 10:01:05,2019-07-23 16:31:42,1,1.0217391304347827,36.22960349172178,Low
